source_id,source_name,author,title,description,content,url,urlToImage,publishedAt,query,overall_sentiment_score,overall_sentiment_label,category_within_source,source_domain,topics,matched_tickers,ticker_relevance_score,ticker_sentiment_score,ticker_sentiment_label
,MarketBeat,MarketBeat,"Holderness Investments Co. Sells 7,667 Shares of Cirrus Logic, Inc. $CRUS","Holderness Investments Co. reduced its stake in Cirrus Logic (NASDAQ:CRUS) by 16.2%, selling 7,667 shares, though the company remains its 19th-largest holding. This sale occurred despite Cirrus Logic beating its latest quarterly earnings estimates, with significant EPS and revenue beats, leading to analyst upgrades and increased earnings forecasts. However, the article also notes significant insider selling by the CEO and other executives, totaling over $3.8 million in the past three months.","Holderness Investments Co. reduced its stake in Cirrus Logic (NASDAQ:CRUS) by 16.2%, selling 7,667 shares, though the company remains its 19th-largest holding. This sale occurred despite Cirrus Logic beating its latest quarterly earnings estimates, with significant EPS and revenue beats, leading to analyst upgrades and increased earnings forecasts. However, the article also notes significant insider selling by the CEO and other executives, totaling over $3.8 million in the past three months.",https://www.marketbeat.com/instant-alerts/filing-holderness-investments-co-sells-7667-shares-of-cirrus-logic-inc-crus-2026-03-01/,https://www.marketbeat.com/logos/cirrus-logic-inc-logo-1200x675.png?v=20240425091016,2026-03-01 11:52:23+00:00,AAPL,0.21559,Somewhat-Bullish,General,MarketBeat,"earnings,financial_markets,finance,technology,economy_macro",AAPL,0.665690,0.147715,Neutral
,Benzinga,Mohd Haider,"Tim Cook Hints At New Launch, Classified CIA Briefing And More: This Week In Appleverse","This article summarizes key Apple-related news, including CEO Tim Cook's hints about an upcoming product launch and his unease after a classified CIA briefing on the potential China-Taiwan conflict. It also covers Apple's overlooked growth catalyst in the Indian market, and the company's plans to shift some Mac Mini production to Texas. The article mentions that prominent tech CEOs, including Cook, Jensen Huang, and Lisa Su, were warned about the China-Taiwan conflict.","This article summarizes key Apple-related news, including CEO Tim Cook's hints about an upcoming product launch and his unease after a classified CIA briefing on the potential China-Taiwan conflict. It also covers Apple's overlooked growth catalyst in the Indian market, and the company's plans to shift some Mac Mini production to Texas. The article mentions that prominent tech CEOs, including Cook, Jensen Huang, and Lisa Su, were warned about the China-Taiwan conflict.",https://www.benzinga.com/markets/tech/26/03/50954171/tim-cook-hints-at-new-launch-classified-cia-briefing-and-more-this-week-in-appleverse,https://cdn.benzinga.com/files/images/story/2026/03/01/Beijing--China---July-21--2023-Apple-Log.jpeg?quality=85&auto=webp&width=850,2026-03-01 12:01:40+00:00,AAPL,-0.101311,Neutral,General,Benzinga,"technology,financial_markets",AAPL,1.000000,0.202694,Somewhat-Bullish
,MarketBeat,MarketBeat,"Transce3nd LLC Sells 1,888 Shares of Taiwan Semiconductor Manufacturing Company Ltd. $TSM","Transce3nd LLC significantly reduced its stake in Taiwan Semiconductor Manufacturing Company Ltd. (NYSE:TSM) by 94% in Q3, selling 1,888 shares and retaining 121 shares valued at $34,000. Despite this sale, several other large institutional investors, including Brown Advisory Inc. and Arrowstreet Capital, substantially increased their holdings in TSM. The article highlights positive news for TSM, such as strong earnings, analyst upgrades, Apple's commitment to purchasing chips from its Arizona facility, and increased demand for AI infrastructure.","Transce3nd LLC significantly reduced its stake in Taiwan Semiconductor Manufacturing Company Ltd. (NYSE:TSM) by 94% in Q3, selling 1,888 shares and retaining 121 shares valued at $34,000. Despite this sale, several other large institutional investors, including Brown Advisory Inc. and Arrowstreet Capital, substantially increased their holdings in TSM. The article highlights positive news for TSM, such as strong earnings, analyst upgrades, Apple's commitment to purchasing chips from its Arizona facility, and increased demand for AI infrastructure.",https://www.marketbeat.com/instant-alerts/filing-transce3nd-llc-sells-1888-shares-of-taiwan-semiconductor-manufacturing-company-ltd-tsm-2026-03-01/,https://www.marketbeat.com/logos/taiwan-semiconductor-manufacturing-company-limited-logo-1200x675.png?v=20221020142229,2026-03-01 12:52:14+00:00,AAPL,0.227097,Somewhat-Bullish,General,MarketBeat,"earnings,financial_markets,technology,manufacturing,economy_macro",AAPL,0.735656,0.325875,Somewhat-Bullish
,MarketBeat,MarketBeat,"SYM FINANCIAL Corp Sells 4,527 Shares of Apple Inc. $AAPL","SYM FINANCIAL Corp has reduced its stake in Apple Inc. by 8.4% in the third quarter, selling 4,527 shares and holding 49,201 shares worth $12.5 million. Despite this, Apple remains the firm's 9th largest position. Other institutional investors showed mixed activity, with some increasing and others decreasing their holdings, while analysts maintain a ""Moderate Buy"" consensus rating for Apple.","SYM FINANCIAL Corp has reduced its stake in Apple Inc. by 8.4% in the third quarter, selling 4,527 shares and holding 49,201 shares worth $12.5 million. Despite this, Apple remains the firm's 9th largest position. Other institutional investors showed mixed activity, with some increasing and others decreasing their holdings, while analysts maintain a ""Moderate Buy"" consensus rating for Apple.",https://www.marketbeat.com/instant-alerts/filing-sym-financial-corp-sells-4527-shares-of-apple-inc-aapl-2026-03-01/,https://www.marketbeat.com/logos/apple-inc-logo-1200x675.png,2026-03-01 12:58:36+00:00,AAPL,0.410188,Bullish,General,MarketBeat,"earnings,financial_markets,technology,finance",AAPL,0.955639,0.420781,Bullish
,MarketBeat,MarketBeat,"Strategic Advisors LLC Buys 6,025 Shares of Apple Inc. $AAPL","Strategic Advisors LLC increased its stake in Apple Inc. by 3.1% in the third quarter, purchasing an additional 6,025 shares and making Apple its largest holding. Other institutional investors also adjusted their positions in Apple, reflecting ongoing investor interest. The article also provides recent analyst ratings, share price performance, and details on Apple's latest quarterly earnings and dividend announcement.","Strategic Advisors LLC increased its stake in Apple Inc. by 3.1% in the third quarter, purchasing an additional 6,025 shares and making Apple its largest holding. Other institutional investors also adjusted their positions in Apple, reflecting ongoing investor interest. The article also provides recent analyst ratings, share price performance, and details on Apple's latest quarterly earnings and dividend announcement.",https://www.marketbeat.com/instant-alerts/filing-strategic-advisors-llc-buys-6025-shares-of-apple-inc-aapl-2026-03-01/,https://www.marketbeat.com/logos/apple-inc-logo-1200x675.png,2026-03-01 12:58:36+00:00,AAPL,0.046103,Neutral,General,MarketBeat,"financial_markets,earnings,technology",AAPL,0.300270,0.024079,Neutral
,MarketBeat,MarketBeat,"William Blair Investment Management LLC Sells 200,097 Shares of Taiwan Semiconductor Manufacturing Company Ltd. $TSM","William Blair Investment Management LLC has reduced its stake in Taiwan Semiconductor Manufacturing Company Ltd. (TSM) by 3.0%, selling 200,097 shares and now owning 6,422,158 shares valued at $1.79 billion. Despite this sale, TSM remains the firm's third-largest position, accounting for 4.6% of its portfolio. The company reported strong Q4 earnings with $3.11 EPS and $30.65 billion revenue, maintains a ""Buy"" consensus rating with an average price target of $391.43, and announced a quarterly dividend of $0.9503.","William Blair Investment Management LLC has reduced its stake in Taiwan Semiconductor Manufacturing Company Ltd. (TSM) by 3.0%, selling 200,097 shares and now owning 6,422,158 shares valued at $1.79 billion. Despite this sale, TSM remains the firm's third-largest position, accounting for 4.6% of its portfolio. The company reported strong Q4 earnings with $3.11 EPS and $30.65 billion revenue, maintains a ""Buy"" consensus rating with an average price target of $391.43, and announced a quarterly dividend of $0.9503.",https://www.marketbeat.com/instant-alerts/filing-william-blair-investment-management-llc-sells-200097-shares-of-taiwan-semiconductor-manufacturing-company-ltd-tsm-2026-03-01/,https://www.marketbeat.com/logos/taiwan-semiconductor-manufacturing-company-limited-logo-1200x675.png?v=20221020142229,2026-03-01 13:52:14+00:00,AAPL,0.25657,Somewhat-Bullish,General,MarketBeat,"earnings,financial_markets,technology",AAPL,0.745024,0.337056,Somewhat-Bullish
,Sahm,Simply Wall St,Visa Deepens Global Payment Ties Across Argentina Japan And India,"Visa is expanding its global payments footprint by acquiring Prisma Medios de Pago and Newpay in Argentina, investing in SoftBank's PayPay IPO in Japan, and supporting Apple Pay's launch in India. These strategic moves aim to keep Visa integrated with major consumer payment flows and relevant in diverse payment architectures, especially amidst increasing competition and the rise of alternative payment rails. The company's focus is on maintaining relevance and optionality across different payment systems by engaging with emerging markets and digital channels.","Visa is expanding its global payments footprint by acquiring Prisma Medios de Pago and Newpay in Argentina, investing in SoftBank's PayPay IPO in Japan, and supporting Apple Pay's launch in India. These strategic moves aim to keep Visa integrated with major consumer payment flows and relevant in diverse payment architectures, especially amidst increasing competition and the rise of alternative payment rails. The company's focus is on maintaining relevance and optionality across different payment systems by engaging with emerging markets and digital channels.",https://www.sahmcapital.com/news/content/visa-deepens-global-payment-ties-across-argentina-japan-and-india-2026-03-01,https://images.simplywall.st/company/9674361f-fc4c-4df0-bba1-cf57cf768fe1/chart/earnings-and-revenue-growth?date=2026-03-01,2026-03-01 14:51:13+00:00,AAPL,0.155007,Somewhat-Bullish,General,Sahm,"mergers_and_acquisitions,ipo,finance,financial_markets,technology",AAPL,0.728239,0.284265,Somewhat-Bullish
,Simply Wall St,Simply Wall St,Assessing InterDigital (IDCC) Valuation After 6G Breakthroughs And New Sony Patent Agreement,"InterDigital (IDCC) has garnered attention due to 6G breakthroughs, a new Sony patent agreement, and strong year-to-date share price performance. The company is considered undervalued by a common narrative, projecting a fair value of $462.67, significantly higher than its current trading price, following a lucrative 8-year license agreement with Samsung and other factors. However, the P/E ratio suggests a more cautious outlook, raising questions about potential valuation stretch.","InterDigital (IDCC) has garnered attention due to 6G breakthroughs, a new Sony patent agreement, and strong year-to-date share price performance. The company is considered undervalued by a common narrative, projecting a fair value of $462.67, significantly higher than its current trading price, following a lucrative 8-year license agreement with Samsung and other factors. However, the P/E ratio suggests a more cautious outlook, raising questions about potential valuation stretch.",https://simplywall.st/stocks/us/software/nasdaq-idcc/interdigital/news/assessing-interdigital-idcc-valuation-after-6g-breakthroughs,,2026-03-01 15:51:48+00:00,AAPL,0.410771,Bullish,General,Simply Wall St,"earnings,technology,financial_markets,finance",AAPL,0.633733,0.371710,Bullish
,GuruFocus,,DF Tactical 30 ETF's Apple Inc(AAPL) Holding History,"DF Tactical 30 ETF holds 5,266 shares of Apple Inc (AAPL) valued at $1.43 million as of December 31, 2025, constituting 10.8% of its portfolio. The initial trade occurred in Q4 2025, and based on the current price of $263.00, the estimated gain on these holdings is -$29,805.56, representing a -2.11% return. The article also provides recent news headlines related to Apple Inc.","DF Tactical 30 ETF holds 5,266 shares of Apple Inc (AAPL) valued at $1.43 million as of December 31, 2025, constituting 10.8% of its portfolio. The initial trade occurred in Q4 2025, and based on the current price of $263.00, the estimated gain on these holdings is -$29,805.56, representing a -2.11% return. The article also provides recent news headlines related to Apple Inc.",https://www.gurufocus.com/guru-portfolio/DF%20Tactical%2030%20ETF/AAPL,"https://static.gurufocus.com/cdn-cgi/image/width=250,quality=100/logos/0C00000ADA.png?20",2026-03-01 16:52:47+00:00,AAPL,0.018854,Neutral,General,GuruFocus,"financial_markets,technology",AAPL,1.000000,0.034541,Neutral
,Stock Titan,,"AAPL Financials: Income Statement, Balance Sheet & Cash Flow","This article provides a detailed financial overview of Apple Inc. (AAPL) for fiscal year 2025, including income statements, balance sheets, cash flow statements, and key financial ratios. It highlights Apple's strong profitability and cash generation but notes potential short-term liquidity concerns due to a current ratio below 1.0. The company's overall financial health is rated strong, supported by high Altman Z-Score and Piotroski F-Score.","This article provides a detailed financial overview of Apple Inc. (AAPL) for fiscal year 2025, including income statements, balance sheets, cash flow statements, and key financial ratios. It highlights Apple's strong profitability and cash generation but notes potential short-term liquidity concerns due to a current ratio below 1.0. The company's overall financial health is rated strong, supported by high Altman Z-Score and Piotroski F-Score.",https://www.stocktitan.net/financials/AAPL/,,2026-03-01 20:49:37+00:00,AAPL,0.302078,Somewhat-Bullish,General,Stock Titan,"earnings,finance",AAPL,1.000000,0.449814,Bullish
,AD HOC NEWS,ad-hoc-news.de,Logitech Stock After the AI Rally: Buy the Dip or Take Profits?,"This article analyzes Logitech International S.A. after its recent rally driven by AI and hybrid-work optimism. It discusses whether investors should buy the dip or take profits, considering the company's strong balance sheet, cash generation, and exposure to AI PC cycles and hybrid work. The piece also delves into analyst sentiment, valuation, and the factors influencing Logitech's performance in a technology-driven market.","This article analyzes Logitech International S.A. after its recent rally driven by AI and hybrid-work optimism. It discusses whether investors should buy the dip or take profits, considering the company's strong balance sheet, cash generation, and exposure to AI PC cycles and hybrid work. The piece also delves into analyst sentiment, valuation, and the factors influencing Logitech's performance in a technology-driven market.",https://www.ad-hoc-news.de/boerse/news/ueberblick/logitech-stock-after-the-ai-rally-buy-the-dip-or-take-profits/68625535,,2026-03-01 21:52:20+00:00,AAPL,0.185796,Somewhat-Bullish,General,AD HOC NEWS,"earnings,financial_markets,economy_macro,technology",AAPL,0.626300,0.249255,Somewhat-Bullish
,Nasdaq,Sean Williams,Warren Buffett Went Out With a Bang by Selling 75% of His Apple Stake and Piling Into This Consumer-Facing Company for 6 Consecutive Quarters,"Warren Buffett, before his retirement on December 31, 2025, significantly reduced Berkshire Hathaway's stake in Apple by 75% over nine quarters, citing valuation concerns and potential corporate tax increases. Concurrently, he consistently built up a 9.9% position in Domino's Pizza over six consecutive quarters, attracted by its transparency, international growth, shareholder returns, and relative valuation. This dual strategy highlights Buffett's final major investment moves, emphasizing a shift from a high-valued tech giant to a consumer-facing company with a strong brand and growth prospects.","Warren Buffett, before his retirement on December 31, 2025, significantly reduced Berkshire Hathaway's stake in Apple by 75% over nine quarters, citing valuation concerns and potential corporate tax increases. Concurrently, he consistently built up a 9.9% position in Domino's Pizza over six consecutive quarters, attracted by its transparency, international growth, shareholder returns, and relative valuation. This dual strategy highlights Buffett's final major investment moves, emphasizing a shift from a high-valued tech giant to a consumer-facing company with a strong brand and growth prospects.",https://www.nasdaq.com/articles/warren-buffett-went-out-bang-selling-75-his-apple-stake-and-piling-consumer-facing-company,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F858013%2Fbuffett13-tmf.jpg&w=700,2026-03-02 05:26:00+00:00,AAPL,0.071831,Neutral,General,Nasdaq,"financial_markets,retail_wholesale,technology",AAPL,1.000000,-0.312249,Somewhat-Bearish
,MarketBeat,MarketBeat,"Masimo Corporation (NASDAQ:MASI) Receives Consensus Rating of ""Hold"" from Brokerages","Masimo Corporation (NASDAQ:MASI) has received a consensus ""Hold"" rating from brokerages, with one analyst recommending a sell, seven a hold, and one a buy. The average one-year price target is $181.17, while the stock is currently trading around $175.35, above its 50- and 200-day moving averages. Institutional investors hold a significant portion of the company's shares.","Masimo Corporation (NASDAQ:MASI) has received a consensus ""Hold"" rating from brokerages, with one analyst recommending a sell, seven a hold, and one a buy. The average one-year price target is $181.17, while the stock is currently trading around $175.35, above its 50- and 200-day moving averages. Institutional investors hold a significant portion of the company's shares.",https://www.marketbeat.com/instant-alerts/masimo-corporation-nasdaqmasi-receives-consensus-rating-of-hold-from-brokerages-2026-03-02/,https://www.marketbeat.com/logos/masimo-corp-logo-1200x675.jpg,2026-03-02 05:52:27+00:00,AAPL,-0.071615,Neutral,General,MarketBeat,"finance,financial_markets,life_sciences,earnings",AAPL,0.719179,-0.124051,Neutral
,Sahm,Benzinga News,"Coinbase, Apple, Applied Materials, Arista Networks And Rivian: Why These 5 Stocks Are On Investors' Radars Today (UPDATED)","Major U.S. indexes closed lower on Thursday, impacted by concerns like memory shortages and hardware cost pressures. This article details the performance and recent financial results of five prominent stocks: Coinbase, Apple, Applied Materials, Arista Networks, and Rivian, explaining why they were on investors' radars. Applied Materials and Arista Networks saw significant gains in after-hours trading after releasing strong quarterly results.","Major U.S. indexes closed lower on Thursday, impacted by concerns like memory shortages and hardware cost pressures. This article details the performance and recent financial results of five prominent stocks: Coinbase, Apple, Applied Materials, Arista Networks, and Rivian, explaining why they were on investors' radars. Applied Materials and Arista Networks saw significant gains in after-hours trading after releasing strong quarterly results.",https://www.sahmcapital.com/news/content/coinbase-apple-applied-materials-arista-networks-and-rivian-why-these-5-stocks-are-on-investors-radars-today-updated-2026-02-13,https://r.sahmcapital.com/fe/hs-sa-web-nuxt-www-alsahm/img/logo.456360b.png,2026-03-02 05:53:00+00:00,AAPL,0.089741,Neutral,General,Sahm,"earnings,financial_markets,technology,blockchain",AAPL,0.748883,-0.247489,Somewhat-Bearish
,MarketBeat,MarketBeat,"Skyworks Solutions, Inc. (NASDAQ:SWKS) Receives Average Rating of ""Hold"" from Brokerages","Skyworks Solutions, Inc. (NASDAQ:SWKS) has received an average ""Hold"" rating from 24 brokerages, with an average one-year price target of $70.50. The company reported better-than-expected Q1 earnings with $1.54 EPS and $1.04 billion in revenue, though revenue declined year-over-year. Skyworks also declared a $0.71 quarterly dividend, leading to an annualized yield of 4.8%, and institutional investors have significantly increased their stakes in the company.","Skyworks Solutions, Inc. (NASDAQ:SWKS) has received an average ""Hold"" rating from 24 brokerages, with an average one-year price target of $70.50. The company reported better-than-expected Q1 earnings with $1.54 EPS and $1.04 billion in revenue, though revenue declined year-over-year. Skyworks also declared a $0.71 quarterly dividend, leading to an annualized yield of 4.8%, and institutional investors have significantly increased their stakes in the company.",https://www.marketbeat.com/instant-alerts/skyworks-solutions-inc-nasdaqswks-receives-average-rating-of-hold-from-brokerages-2026-03-02/,https://www.marketbeat.com/logos/skyworks-solutions-inc-logo-1200x675.png?v=20240202075224,2026-03-02 06:39:59+00:00,AAPL,0.073608,Neutral,General,MarketBeat,"earnings,financial_markets,technology",AAPL,0.622998,0.144488,Neutral
,MarketBeat,MarketBeat,Apple Inc. $AAPL is Arizona State Retirement System's 2nd Largest Position,"The Arizona State Retirement System has maintained Apple Inc. ($AAPL) as its second-largest holding, despite a minor 0.7% reduction in its stake during the third quarter. The fund now holds 4,361,774 shares, valued at approximately $1.11 billion, representing about 5.9% of its total holdings. Apple recently surpassed quarterly earnings and revenue expectations, reporting $2.84 EPS and $143.76 billion in revenue, driven by strong growth and ongoing positive sentiment around new product launches, a Netflix partnership, and potential Apple Pay expansion in India.","The Arizona State Retirement System has maintained Apple Inc. ($AAPL) as its second-largest holding, despite a minor 0.7% reduction in its stake during the third quarter. The fund now holds 4,361,774 shares, valued at approximately $1.11 billion, representing about 5.9% of its total holdings. Apple recently surpassed quarterly earnings and revenue expectations, reporting $2.84 EPS and $143.76 billion in revenue, driven by strong growth and ongoing positive sentiment around new product launches, a Netflix partnership, and potential Apple Pay expansion in India.",https://www.marketbeat.com/instant-alerts/filing-apple-inc-aapl-is-arizona-state-retirement-systems-2nd-largest-position-2026-03-02/,https://www.marketbeat.com/logos/apple-inc-logo-1200x675.png,2026-03-02 08:38:37+00:00,AAPL,0.219782,Somewhat-Bullish,General,MarketBeat,"earnings,financial_markets,technology",AAPL,0.985122,0.312792,Somewhat-Bullish
,MarketBeat,MarketBeat,"Blankinship & Foster LLC Sells 2,381 Shares of Apple Inc. $AAPL","Blankinship & Foster LLC reduced its stake in Apple Inc. (NASDAQ:AAPL) by 11.3% in the third quarter, selling 2,381 shares and ending with 18,714 shares valued at $4.765 million. Apple reported strong quarterly earnings, beating estimates with an EPS of $2.84 and revenue of $143.76 billion. The company holds a ""Moderate Buy"" consensus rating from analysts with a target price of $293.41, and institutional investors own 67.73% of the stock.","Blankinship & Foster LLC reduced its stake in Apple Inc. (NASDAQ:AAPL) by 11.3% in the third quarter, selling 2,381 shares and ending with 18,714 shares valued at $4.765 million. Apple reported strong quarterly earnings, beating estimates with an EPS of $2.84 and revenue of $143.76 billion. The company holds a ""Moderate Buy"" consensus rating from analysts with a target price of $293.41, and institutional investors own 67.73% of the stock.",https://www.marketbeat.com/instant-alerts/filing-blankinship-foster-llc-sells-2381-shares-of-apple-inc-aapl-2026-03-02/,https://www.marketbeat.com/logos/apple-inc-logo-1200x675.png,2026-03-02 08:49:36+00:00,AAPL,0.077615,Neutral,General,MarketBeat,"earnings,financial_markets,technology",AAPL,1.000000,0.225947,Somewhat-Bullish
,MarketBeat,MarketBeat,Apple Inc. $AAPL is Cornerstone Wealth Management LLC's Largest Position,"Cornerstone Wealth Management LLC has slightly reduced its stake in Apple Inc. ($AAPL) by 3.2%, yet Apple remains its largest holding, constituting 4.7% of its portfolio with a value of $85 million. The company's recent earnings beat estimates, reporting $2.84 EPS on $143.76 billion in revenue, and analysts maintain a ""Moderate Buy"" rating with an average target of $293.41. Upcoming product launches, service expansions, and AI developments are identified as key catalysts, while talent competition in AI and broader market volatility pose risks.","Cornerstone Wealth Management LLC has slightly reduced its stake in Apple Inc. ($AAPL) by 3.2%, yet Apple remains its largest holding, constituting 4.7% of its portfolio with a value of $85 million. The company's recent earnings beat estimates, reporting $2.84 EPS on $143.76 billion in revenue, and analysts maintain a ""Moderate Buy"" rating with an average target of $293.41. Upcoming product launches, service expansions, and AI developments are identified as key catalysts, while talent competition in AI and broader market volatility pose risks.",https://www.marketbeat.com/instant-alerts/filing-apple-inc-aapl-is-cornerstone-wealth-management-llcs-largest-position-2026-03-02/,https://www.marketbeat.com/logos/apple-inc-logo-1200x675.png,2026-03-02 09:06:40+00:00,AAPL,0.011823,Neutral,General,MarketBeat,"earnings,technology,financial_markets",AAPL,0.338684,0.004818,Neutral
,MarketBeat,,"Vanguard Dividend Appreciation ETF ETF Price, Holdings, & News (NYSEARCA:VIG) $VIG","This article provides detailed information on the Vanguard Dividend Appreciation ETF (VIG), including its current price, key statistics, holdings, and recent news. It outlines the ETF's objective to track the Dividend Achievers Select Index, its expense ratio, and lists its top holdings such as Broadcom, Microsoft, and Apple. The article also covers frequently asked questions regarding VIG's performance and ownership.","This article provides detailed information on the Vanguard Dividend Appreciation ETF (VIG), including its current price, key statistics, holdings, and recent news. It outlines the ETF's objective to track the Dividend Achievers Select Index, its expense ratio, and lists its top holdings such as Broadcom, Microsoft, and Apple. The article also covers frequently asked questions regarding VIG's performance and ownership.",https://www.marketbeat.com/stocks/NYSEARCA/VIG/,,2026-03-02 09:52:05+00:00,AAPL,0.32977,Somewhat-Bullish,General,MarketBeat,financial_markets,AAPL,0.636337,0.346217,Somewhat-Bullish
,FinancialContent,Finterra,Broadcom (AVGO): The Indispensable Backbone of the AI Era,"Broadcom (AVGO) has evolved into a powerhouse in AI infrastructure and enterprise software, making it an indispensable part of the AI era. The company's strategic acquisitions, particularly VMware, and its custom silicon business power the world's largest AI clusters. With robust financial performance, strong leadership, and an innovation pipeline focused on overcoming AI bottlenecks, Broadcom is positioned as a key player despite geopolitical and customer concentration risks.","Broadcom (AVGO) has evolved into a powerhouse in AI infrastructure and enterprise software, making it an indispensable part of the AI era. The company's strategic acquisitions, particularly VMware, and its custom silicon business power the world's largest AI clusters. With robust financial performance, strong leadership, and an innovation pipeline focused on overcoming AI bottlenecks, Broadcom is positioned as a key player despite geopolitical and customer concentration risks.",https://markets.financialcontent.com/stocks/article/finterra-2026-3-2-broadcom-avgo-the-indispensable-backbone-of-the-ai-era,https://news.finterra.ai/wp-content/uploads/2026/03/e5c180f1-2a80-49c2-bedd-7f7213b37f0e-1024x683.png,2026-03-02 10:16:00+00:00,AAPL,0.373719,Bullish,General,FinancialContent,"earnings,technology,financial_markets,mergers_and_acquisitions,economy_macro",AAPL,0.742456,0.309247,Somewhat-Bullish
,FinancialContent,AB Newswire,Unveiling The Best Thai Stock Trading App For Growth 2026.,"Webull Securities (Thailand) Co., Ltd. is highlighted as a leading platform for Thai investors looking to trade US and Thai stocks, along with international markets like Hong Kong and China A-shares. The article details Webull Thailand's services, including low commission rates, 24-hour US stock trading, real-time market data, extensive technical analysis tools, and robust regulatory compliance under both SEC Thailand and US jurisdictions. It emphasizes the platform's accessibility across multiple devices and its comprehensive educational resources.","Webull Securities (Thailand) Co., Ltd. is highlighted as a leading platform for Thai investors looking to trade US and Thai stocks, along with international markets like Hong Kong and China A-shares. The article details Webull Thailand's services, including low commission rates, 24-hour US stock trading, real-time market data, extensive technical analysis tools, and robust regulatory compliance under both SEC Thailand and US jurisdictions. It emphasizes the platform's accessibility across multiple devices and its comprehensive educational resources.",https://markets.financialcontent.com/stocks/article/abnewswire-2026-3-2-unveiling-the-best-thai-stock-trading-app-for-growth-2026,https://www.abnewswire.com/upload/2026/02/97a1c132b5a20362a907a0d9eaa41348.jpg,2026-03-02 11:51:38+00:00,AAPL,0.401104,Bullish,General,FinancialContent,"financial_markets,finance,technology",AAPL,0.621074,0.233160,Somewhat-Bullish
,MarketBeat,MarketBeat,Journey Strategic Wealth LLC Raises Holdings in Taiwan Semiconductor Manufacturing Company Ltd. $TSM,"Journey Strategic Wealth LLC significantly increased its stake in Taiwan Semiconductor Manufacturing Company (TSM) by 30.5% in Q3, bringing its holdings to 6,761 shares valued at $1.888 million. Major institutions like Massachusetts Financial Services, Bank of America, Jennison, and AllianceBernstein also boosted their TSM positions, contributing to the stock's 16.51% institutional ownership. Analysts maintain a ""Buy"" rating with an average target of $391.43, driven by strong quarterly results, significant chip orders from Apple, ASML's advanced lithography tools, and surging AI infrastructure spending, though geopolitical and valuation risks persist.","Journey Strategic Wealth LLC significantly increased its stake in Taiwan Semiconductor Manufacturing Company (TSM) by 30.5% in Q3, bringing its holdings to 6,761 shares valued at $1.888 million. Major institutions like Massachusetts Financial Services, Bank of America, Jennison, and AllianceBernstein also boosted their TSM positions, contributing to the stock's 16.51% institutional ownership. Analysts maintain a ""Buy"" rating with an average target of $391.43, driven by strong quarterly results, significant chip orders from Apple, ASML's advanced lithography tools, and surging AI infrastructure spending, though geopolitical and valuation risks persist.",https://www.marketbeat.com/instant-alerts/filing-journey-strategic-wealth-llc-raises-holdings-in-taiwan-semiconductor-manufacturing-company-ltd-tsm-2026-03-02/,https://www.marketbeat.com/logos/taiwan-semiconductor-manufacturing-company-limited-logo-1200x675.png?v=20221020142229,2026-03-02 11:52:48+00:00,AAPL,0.286409,Somewhat-Bullish,General,MarketBeat,"earnings,financial_markets,technology,economy_macro,finance",AAPL,0.744674,0.336311,Somewhat-Bullish
,MarketBeat,MarketBeat,Taiwan Semiconductor Manufacturing Company Ltd. $TSM is Fisher Asset Management LLC's 9th Largest Position,"Fisher Asset Management LLC increased its stake in Taiwan Semiconductor Manufacturing (TSM) by 1.0% in Q3, making it their 9th largest holding. The company reported strong quarterly results with $3.11 EPS and $30.65 billion in revenue, driven by significant demand for AI-related chips and a commitment from Apple to purchase over 100 million chips from TSM's Arizona facility. Despite geopolitical risks and valuation concerns, analysts maintain a consensus ""Buy"" rating with a price target of $391.43.","Fisher Asset Management LLC increased its stake in Taiwan Semiconductor Manufacturing (TSM) by 1.0% in Q3, making it their 9th largest holding. The company reported strong quarterly results with $3.11 EPS and $30.65 billion in revenue, driven by significant demand for AI-related chips and a commitment from Apple to purchase over 100 million chips from TSM's Arizona facility. Despite geopolitical risks and valuation concerns, analysts maintain a consensus ""Buy"" rating with a price target of $391.43.",https://www.marketbeat.com/instant-alerts/filing-taiwan-semiconductor-manufacturing-company-ltd-tsm-is-fisher-asset-management-llcs-9th-largest-position-2026-03-02/,https://www.marketbeat.com/logos/taiwan-semiconductor-manufacturing-company-limited-logo-1200x675.png?v=20221020142229,2026-03-02 11:52:48+00:00,AAPL,0.315427,Somewhat-Bullish,General,MarketBeat,"earnings,financial_markets,technology,manufacturing",AAPL,0.743323,0.348994,Somewhat-Bullish
